divorce_date,divorce_type,nationality_man,date_of_birth_man,place_of_birth_man,birth_municipality_man,birth_federal_man,birth_country_man,age_man,residence_municipality_man,residence_federal_man,residence_country_man,monthly_income_man,occupation_man,place_of_residence_man,nationality_woman,date_of_birth_woman,date_of_birth_registration_date_woman,place_of_birth_woman,birth_municipality_woman,birth_federal_woman,birth_country_woman,age_woman,place_of_residence_woman,residence_municipality_woman,residence_federal_woman,residence_country_woman,occupation_woman,monthly_income_woman,date_of_marriage,marriage_certificate_place,marriage_certificate_municipality,marriage_certificate_federal,level_of_education_man,employment_status_man,level_of_education_woman,employment_status_woman,marriage_duration,marriage_duration_months,num_children,custody
19.09.2006,Freiwillig,Türkisch,02.04.1974,Düsseldorf,Essen,Berlin,Deutschland,32.0,Berlin,Stuttgart,Deutschland,,Rechtsanwalt,Frankfurt am Main,Polnisch,09.01.1974,23/11/74,Berlin,Dortmund,Essen,Deutschland,32.0,Stuttgart,München,Berlin,Deutschland,Koch,,14.10.2000,Frankfurt am Main,Köln,Leipzig,Beruflich,Angestellter,Beruflich,Angestellter,5.0,11.0,,
19.09.2007,Notwendig,Russisch,09.10.2066,München,Stuttgart,Hamburg,Deutschland,41.0,Köln,Stuttgart,Deutschland,,,Frankfurt am Main,Deutsch,22.03.2065,,Berlin,Düsseldorf,Leipzig,Deutschland,42.0,Köln,Hamburg,Berlin,Deutschland,,,06.07.1996,Dortmund,Köln,Stuttgart,Beruflich,Angestellter,Beruflich,Angestellter,11.0,,1.0,
19.09.2007,Notwendig,Rumänisch,07.08.2071,Hamburg,Köln,Berlin,Deutschland,36.0,Frankfurt am Main,München,Deutschland,,,München,Spanisch,23.08.1974,,Dortmund,Köln,Berlin,Deutschland,33.0,München,Essen,Leipzig,Deutschland,,,17.10.1997,Stuttgart,Frankfurt am Main,Köln,Beruflich,Angestellter,Beruflich,Angestellter,9.0,,,
19.09.2008,Notwendig,Rumänisch,19.12.1975,Leipzig,Berlin,Frankfurt am Main,Deutschland,32.0,Leipzig,Stuttgart,Deutschland,5000.0,Lehrer,München,Italienisch,22.06.1976,,Leipzig,Leipzig,Düsseldorf,Deutschland,32.0,München,Düsseldorf,Hamburg,Deutschland,Mechaniker,3000.0,13.03.1995,Köln,Berlin,Berlin,Vorbereitungsstufe,Angestellter,Vorbereitungsstufe,Angestellter,10.0,,2.0,
19.09.2011,Notwendig,Polnisch,15.01.2062,Berlin,München,Köln,Deutschland,49.0,Düsseldorf,Berlin,Deutschland,20000.0,Verkäufer,Essen,Griechisch,19.12.2066,,Stuttgart,München,Düsseldorf,Deutschland,44.0,Berlin,Frankfurt am Main,Hamburg,Deutschland,Ingenieur,15000.0,28.07.1990,Frankfurt am Main,Hamburg,Hamburg,Beruflich,Angestellter,Beruflich,Angestellter,20.0,,2.0,Mutter
19.09.2012,Notwendig,Polnisch,28.04.2065,Düsseldorf,Berlin,Hamburg,Deutschland,47.0,Köln,Stuttgart,Deutschland,60000.0,Arzt,München,Türkisch,24.02.2064,,Leipzig,München,Berlin,Deutschland,48.0,Köln,Berlin,Essen,Deutschland,Verkäufer,,26.06.1987,Hamburg,Hamburg,Düsseldorf,,Angestellter,Beruflich,Nicht beschäftigt,25.0,,3.0,
19.09.2012,Notwendig,Kroatisch,25.02.1977,Dortmund,München,Essen,Deutschland,35.0,Stuttgart,Leipzig,Deutschland,,Lehrer,Hamburg,Griechisch,13.11.1987,,Stuttgart,Berlin,Dortmund,Deutschland,24.0,Frankfurt am Main,Köln,Köln,Deutschland,Arzt,,25.07.2008,Köln,Berlin,Köln,Beruflich,Angestellter,Beruflich,Angestellter,4.0,,1.0,Mutter
19.09.2013,Notwendig,Italienisch,27.06.2060,Stuttgart,Hamburg,Frankfurt am Main,Deutschland,53.0,Hamburg,Berlin,Deutschland,,Krankenpfleger,Essen,Spanisch,05.03.2063,,Düsseldorf,Essen,Berlin,Deutschland,50.0,Berlin,München,Köln,Deutschland,Rechtsanwalt,,10.05.1991,München,Stuttgart,Frankfurt am Main,Beruflich,,Beruflich,,17.0,,3.0,Mutter
19.09.2013,Freiwillig,Italienisch,29.08.1988,Dortmund,Köln,Köln,Deutschland,25.0,München,München,Deutschland,10000.0,Buchhalter,Essen,Russisch,08.12.1987,25/11/87,Dortmund,Köln,Köln,Deutschland,26.0,Leipzig,München,München,Deutschland,Arzt,8000.0,17.08.2012,Stuttgart,München,Leipzig,Beruflich,Angestellter,Beruflich,Angestellter,1.0,,,
19.10.2000,Freiwillig,Polnisch,30.11.2072,Hamburg,Köln,Hamburg,Deutschland,27.0,Stuttgart,Leipzig,Deutschland,3000.0,Koch,Frankfurt am Main,Türkisch,05.10.2072,20/6/72,Hamburg,Dortmund,Leipzig,Deutschland,28.0,Stuttgart,Düsseldorf,Essen,Deutschland,Softwareentwickler,2600.0,12.01.1995,Düsseldorf,Hamburg,Leipzig,Beruflich,Angestellter,Beruflich,Angestellter,4.0,,1.0,
19.10.2000,Freiwillig,Russisch,07.02.2072,München,Düsseldorf,Dortmund,Deutschland,28.0,Düsseldorf,Düsseldorf,Deutschland,1200.0,Lehrer,Berlin,Bulgarisch,18.10.2070,16/1/71,Leipzig,Köln,Leipzig,Deutschland,29.0,Stuttgart,Essen,Essen,Deutschland,Verkäufer,,13.05.1994,Stuttgart,Dortmund,Frankfurt am Main,Vorbereitungsstufe,Angestellter,Vorbereitungsstufe,Nicht beschäftigt,6.0,4.0,,
19.10.2004,Notwendig,Rumänisch,10.01.2058,Frankfurt am Main,Düsseldorf,München,Deutschland,46.0,,,,,,,Italienisch,28.06.2035,,Essen,Hamburg,Stuttgart,COLOMBIA,69.0,Frankfurt am Main,Essen,Frankfurt am Main,Deutschland,Verkäufer,,19.03.1997,Köln,Berlin,Dortmund,,,,,7.0,6.0,,
19.10.2005,Freiwillig,Russisch,20.07.1979,Frankfurt am Main,Köln,Leipzig,Deutschland,26.0,Berlin,Berlin,Deutschland,2000.0,Koch,Frankfurt am Main,Deutsch,25.07.1983,9/8/83,Frankfurt am Main,Leipzig,München,Deutschland,22.0,Berlin,Essen,Köln,Deutschland,Arzt,,10.01.2003,Berlin,Leipzig,Düsseldorf,Sekundarstufe,Angestellter,Vorbereitungsstufe,Nicht beschäftigt,2.0,,,
19.10.2006,Notwendig,Rumänisch,21.06.2055,Dortmund,Berlin,Leipzig,Deutschland,51.0,Essen,München,Deutschland,,Lehrer,Frankfurt am Main,Türkisch,,,Essen,Hamburg,Frankfurt am Main,Deutschland,49.0,Dortmund,Stuttgart,Berlin,Deutschland,Arzt,,23.09.1981,Hamburg,Stuttgart,Hamburg,PRIMARIA,Arbeiter,Sekundarstufe,Nicht beschäftigt,25.0,,1.0,
19.10.2006,Freiwillig,Polnisch,07.07.2071,Dortmund,Leipzig,Hamburg,Deutschland,35.0,Leipzig,Berlin,Deutschland,,Rechtsanwalt,Hamburg,Polnisch,18.08.2072,3/11/72,Düsseldorf,Düsseldorf,Düsseldorf,Deutschland,34.0,Düsseldorf,Berlin,Essen,Deutschland,Rechtsanwalt,5000.0,29.07.2003,München,Düsseldorf,Berlin,Beruflich,Angestellter,Beruflich,Angestellter,3.0,,,
19.10.2009,Notwendig,Griechisch,03.05.2047,Frankfurt am Main,Essen,Stuttgart,Deutschland,62.0,Hamburg,Hamburg,Deutschland,4800.0,Arzt,Berlin,Italienisch,17.04.2037,,Stuttgart,Stuttgart,Köln,Deutschland,72.0,Stuttgart,Berlin,Köln,Deutschland,Ingenieur,1000.0,28.01.2067,Essen,Köln,Hamburg,PRIMARIA,Angestellter,PRIMARIA,Angestellter,42.0,,2.0,
19.10.2009,Notwendig,Polnisch,26.02.1981,Köln,Hamburg,Köln,Deutschland,28.0,Berlin,Düsseldorf,Deutschland,3000.0,Krankenpfleger,Berlin,Polnisch,20.10.1981,,Hamburg,Berlin,Berlin,Deutschland,27.0,München,Berlin,München,Deutschland,Arzt,3000.0,11.11.2002,Essen,Berlin,München,Beruflich,Angestellter,Vorbereitungsstufe,Angestellter,6.0,11.0,1.0,Mutter
19.10.2010,Notwendig,Kroatisch,12.11.2069,Leipzig,Hamburg,Hamburg,Deutschland,40.0,Essen,Essen,Deutschland,5000.0,Rechtsanwalt,Köln,Polnisch,20.09.2068,,Stuttgart,Stuttgart,Berlin,Deutschland,42.0,München,Dortmund,Leipzig,Deutschland,Rechtsanwalt,6000.0,19.01.1990,Frankfurt am Main,Essen,Essen,Beruflich,Angestellter,Beruflich,Angestellter,19.0,10.0,2.0,
19.10.2010,Notwendig,Kroatisch,25.02.2072,Düsseldorf,München,Düsseldorf,Deutschland,38.0,Köln,Berlin,Deutschland,15000.0,Rechtsanwalt,Düsseldorf,Rumänisch,05.05.1977,,Berlin,München,Frankfurt am Main,Deutschland,33.0,Köln,Frankfurt am Main,Essen,Deutschland,Koch,,17.07.1997,Dortmund,Berlin,Köln,Beruflich,Angestellter,Beruflich,Angestellter,13.0,,2.0,Mutter
19.10.2011,Freiwillig,Kroatisch,21.05.2050,Berlin,Berlin,Essen,Deutschland,61.0,Dortmund,Düsseldorf,Deutschland,25441.0,Verkäufer,Köln,Italienisch,24.07.2059,5/9/59,Leipzig,Köln,Köln,Deutschland,52.0,Stuttgart,München,Essen,Deutschland,Rechtsanwalt,20000.0,15.12.1993,München,München,Köln,Beruflich,TRABAJA EN SU VIVIENDA,Beruflich,Angestellter,18.0,,,
19.10.2011,Freiwillig,Polnisch,25.12.2057,Köln,Dortmund,Dortmund,Deutschland,53.0,Berlin,Düsseldorf,Deutschland,9000.0,Mechaniker,München,Spanisch,09.02.2068,16/10/68,Essen,Köln,Köln,Deutschland,43.0,München,Düsseldorf,Hamburg,Deutschland,Arzt,5000.0,14.07.2006,Essen,Frankfurt am Main,München,Beruflich,Angestellter,Vorbereitungsstufe,Angestellter,5.0,,,
19.10.2011,Notwendig,Spanisch,12.11.1974,Leipzig,Köln,Hamburg,Deutschland,36.0,Düsseldorf,Essen,Deutschland,18000.0,Mechaniker,Leipzig,Bulgarisch,,,Hamburg,Dortmund,Essen,Deutschland,34.0,Köln,München,Berlin,Deutschland,Krankenpfleger,16000.0,23.10.2004,Leipzig,Stuttgart,München,Beruflich,Angestellter,Beruflich,Angestellter,6.0,,2.0,Mutter
19.10.2012,Notwendig,Rumänisch,18.09.2054,Dortmund,Essen,Essen,Deutschland,58.0,Essen,Köln,Deutschland,,Buchhalter,Berlin,Russisch,03.02.2061,,Düsseldorf,Düsseldorf,Dortmund,Deutschland,51.0,Köln,Leipzig,Frankfurt am Main,Deutschland,Ingenieur,,21.05.1983,Köln,Essen,Düsseldorf,Beruflich,Angestellter,,,26.0,,2.0,
19.10.2012,Notwendig,Griechisch,22.02.2071,München,Düsseldorf,Dortmund,Deutschland,41.0,Hamburg,Düsseldorf,Deutschland,2000.0,Verkäufer,Dortmund,Bulgarisch,01.06.2073,,München,Essen,Leipzig,Deutschland,39.0,Essen,Frankfurt am Main,Frankfurt am Main,Deutschland,Buchhalter,6000.0,19.04.1990,Köln,Hamburg,Hamburg,PRIMARIA,Angestellter,Sekundarstufe,Angestellter,22.0,,2.0,Mutter
19.10.2012,Notwendig,Türkisch,13.07.1980,Berlin,Frankfurt am Main,Essen,Deutschland,32.0,München,Düsseldorf,Deutschland,7000.0,Lehrer,München,Spanisch,04.11.1976,,Dortmund,Hamburg,Berlin,Deutschland,36.0,Köln,Essen,Düsseldorf,Deutschland,Arzt,4000.0,20.10.2000,Berlin,Berlin,Leipzig,Sekundarstufe,Angestellter,Beruflich,Angestellter,12.0,,2.0,Mutter
19.11.2001,Notwendig,Polnisch,04.03.2037,Köln,München,München,Deutschland,64.0,,,,,Ingenieur,,Türkisch,23.10.2034,23/2/55,Essen,Berlin,Düsseldorf,Deutschland,67.0,,,,,Koch,,22.01.2062,Berlin,München,Hamburg,OTRO,,,Nicht beschäftigt,38.0,11.0,5.0,Mutter
19.11.2002,Freiwillig,Italienisch,07.09.2069,Frankfurt am Main,Düsseldorf,München,Deutschland,33.0,München,Leipzig,Deutschland,,Lehrer,Leipzig,Bulgarisch,26.03.2069,9/5/69,Köln,München,Dortmund,Deutschland,33.0,Düsseldorf,Köln,Essen,Deutschland,Mechaniker,7000.0,12.11.1995,Berlin,Dortmund,Leipzig,Beruflich,Nicht beschäftigt,Beruflich,Angestellter,6.0,11.0,1.0,Mutter
19.11.2002,Freiwillig,Rumänisch,01.07.1978,Frankfurt am Main,Frankfurt am Main,München,Deutschland,24.0,Dortmund,München,Deutschland,2000.0,Mechaniker,Leipzig,Türkisch,22.02.1976,26/5/76,Köln,Dortmund,Essen,Deutschland,26.0,Stuttgart,Düsseldorf,Hamburg,Deutschland,,3000.0,16.10.1996,Dortmund,Köln,München,PRIMARIA,Angestellter,Beruflich,Angestellter,6.0,1.0,1.0,
19.11.2002,Freiwillig,Griechisch,23.05.2070,Hamburg,München,Stuttgart,Deutschland,32.0,Frankfurt am Main,München,Deutschland,7000.0,Koch,Leipzig,Deutsch,18.07.2072,2/9/72,Düsseldorf,Frankfurt am Main,Berlin,Deutschland,30.0,Leipzig,Stuttgart,Düsseldorf,Deutschland,Ingenieur,2300.0,05.07.1991,Essen,Dortmund,Essen,Vorbereitungsstufe,Angestellter,Beruflich,Angestellter,11.0,6.0,1.0,Mutter
19.11.2002,Freiwillig,Italienisch,30.03.2068,Düsseldorf,Hamburg,Berlin,Deutschland,34.0,Frankfurt am Main,Essen,Deutschland,3100.0,Lehrer,Leipzig,Spanisch,23.10.1975,5/12/75,München,München,Essen,Deutschland,27.0,München,Hamburg,Stuttgart,Deutschland,Softwareentwickler,1700.0,29.01.1999,Hamburg,Stuttgart,Stuttgart,Vorbereitungsstufe,Angestellter,Vorbereitungsstufe,PATRON O EMPRESARIO,3.0,10.0,,Mutter
19.11.2002,Freiwillig,Polnisch,11.11.2068,Frankfurt am Main,Essen,München,Deutschland,34.0,Hamburg,Frankfurt am Main,Deutschland,,Lehrer,Essen,Bulgarisch,28.04.2072,19/3/73,Frankfurt am Main,Dortmund,Düsseldorf,Deutschland,30.0,Frankfurt am Main,München,Essen,Deutschland,Buchhalter,4000.0,13.04.1997,Leipzig,Essen,Dortmund,Beruflich,Einrichtung,Beruflich,Einrichtung,5.0,7.0,,
19.11.2003,Freiwillig,Polnisch,10.07.2069,Leipzig,Köln,Berlin,Deutschland,34.0,Berlin,Hamburg,Deutschland,4000.0,Mechaniker,Düsseldorf,Italienisch,24.12.1974,24/12/74,Stuttgart,Hamburg,Berlin,Deutschland,28.0,Frankfurt am Main,Berlin,Frankfurt am Main,Deutschland,Lehrer,3000.0,19.06.1991,Stuttgart,Stuttgart,Essen,Sekundarstufe,Angestellter,Vorbereitungsstufe,Angestellter,12.0,5.0,3.0,Mutter
19.11.2003,Freiwillig,Spanisch,17.11.2063,Leipzig,Hamburg,München,Deutschland,40.0,Stuttgart,Berlin,Deutschland,100000.0,Arzt,München,Spanisch,09.05.1975,17/1/76,Köln,Köln,München,Deutschland,28.0,Berlin,Leipzig,Hamburg,Deutschland,Lehrer,,30.04.2001,Köln,Köln,Köln,Beruflich,Angestellter,Beruflich,Nicht beschäftigt,2.0,6.0,1.0,Mutter
19.11.2004,Freiwillig,Türkisch,10.05.1975,Berlin,München,Dortmund,Deutschland,29.0,Köln,Dortmund,Deutschland,,Lehrer,Düsseldorf,Griechisch,02.05.2066,2/3/76,Köln,Berlin,Leipzig,Deutschland,38.0,Düsseldorf,Frankfurt am Main,Köln,Deutschland,Koch,,03.11.1997,Dortmund,München,Leipzig,Sekundarstufe,Angestellter,Sekundarstufe,Angestellter,11.0,,,
19.11.2004,Freiwillig,Rumänisch,31.12.2065,Berlin,Dortmund,Frankfurt am Main,Deutschland,38.0,München,Düsseldorf,Deutschland,,Buchhalter,Düsseldorf,Spanisch,03.01.1974,24/6/76,Hamburg,Essen,Köln,Deutschland,30.0,Frankfurt am Main,München,Leipzig,Deutschland,Softwareentwickler,,29.10.1999,München,München,Essen,Beruflich,Angestellter,Beruflich,Nicht beschäftigt,5.0,,1.0,
19.11.2004,Freiwillig,Polnisch,05.07.1981,Berlin,München,Frankfurt am Main,Deutschland,23.0,Köln,Stuttgart,Deutschland,,Mechaniker,Essen,Spanisch,02.02.1981,2/2/81,Frankfurt am Main,Dortmund,München,Deutschland,23.0,Hamburg,Frankfurt am Main,Köln,Deutschland,Ingenieur,,12.07.2001,Köln,Essen,Dortmund,Sekundarstufe,Angestellter,Sekundarstufe,TRABAJADOR NO REMUNERADO,3.0,,1.0,
19.11.2004,Notwendig,Russisch,14.09.2044,Düsseldorf,Berlin,Berlin,Deutschland,60.0,,,,,Koch,,Rumänisch,11.01.2059,27/5/60,Berlin,Düsseldorf,München,Deutschland,45.0,,,,,Krankenpfleger,,15.10.1993,Dortmund,Düsseldorf,Düsseldorf,,,,,11.0,,,
19.11.2008,Freiwillig,Kroatisch,05.02.2046,Köln,Essen,Essen,Deutschland,62.0,Hamburg,Essen,Deutschland,523305.0,Rechtsanwalt,Köln,Polnisch,17.01.2055,19/2/55,Dortmund,Leipzig,Köln,Deutschland,53.0,Düsseldorf,München,Hamburg,Deutschland,Krankenpfleger,301740.0,26.06.1982,Köln,Köln,Düsseldorf,Sekundarstufe,Nicht beschäftigt,Sekundarstufe,Angestellter,26.0,,3.0,
19.11.2008,Freiwillig,Polnisch,08.08.1985,Hamburg,Berlin,Köln,Deutschland,23.0,Dortmund,Dortmund,Deutschland,,Arzt,Dortmund,Deutsch,10.07.1985,20/12/85,Köln,Frankfurt am Main,Köln,Deutschland,23.0,München,Berlin,Düsseldorf,Deutschland,Softwareentwickler,,28.11.2003,Essen,Köln,Leipzig,Beruflich,Nicht beschäftigt,Vorbereitungsstufe,Nicht beschäftigt,4.0,11.0,,
19.11.2009,Notwendig,Rumänisch,25.05.2061,Berlin,Leipzig,Dortmund,Deutschland,48.0,Köln,Köln,Deutschland,5000.0,Buchhalter,Hamburg,Türkisch,29.04.2064,,Düsseldorf,Dortmund,Köln,Deutschland,45.0,Berlin,Köln,München,Deutschland,Lehrer,,28.04.1989,Leipzig,Hamburg,Köln,Vorbereitungsstufe,Angestellter,Sekundarstufe,Nicht beschäftigt,17.0,,3.0,Mutter
19.11.2009,Notwendig,Rumänisch,30.11.2058,Leipzig,Stuttgart,Stuttgart,Deutschland,50.0,Köln,Berlin,Deutschland,3000.0,Rechtsanwalt,Leipzig,Griechisch,24.10.2054,,Essen,Stuttgart,Essen,Deutschland,55.0,Leipzig,Berlin,Essen,Deutschland,Rechtsanwalt,13000.0,27.12.1983,Leipzig,Berlin,Köln,Beruflich,Angestellter,Beruflich,Angestellter,21.0,,2.0,Mutter
19.11.2009,Notwendig,Spanisch,16.10.1978,Düsseldorf,Leipzig,Frankfurt am Main,Deutschland,31.0,Köln,München,Deutschland,6000.0,Rechtsanwalt,München,Russisch,18.05.1979,,Berlin,Frankfurt am Main,Frankfurt am Main,Deutschland,30.0,München,Köln,Leipzig,Deutschland,Lehrer,7000.0,12.06.2004,Frankfurt am Main,Düsseldorf,Stuttgart,Beruflich,Angestellter,Beruflich,Angestellter,5.0,,1.0,Mutter
19.11.2010,Freiwillig,Polnisch,04.11.1979,Essen,Hamburg,Hamburg,Deutschland,31.0,Stuttgart,Düsseldorf,Deutschland,2500.0,Softwareentwickler,Stuttgart,Griechisch,07.04.1980,4/9/80,Dortmund,Frankfurt am Main,Stuttgart,Deutschland,30.0,Frankfurt am Main,Essen,Frankfurt am Main,Deutschland,Buchhalter,2400.0,02.11.2009,Essen,Köln,Hamburg,Beruflich,Angestellter,Beruflich,Angestellter,1.0,8.0,,
19.11.2013,Notwendig,Russisch,23.07.1977,Köln,Leipzig,Essen,Deutschland,36.0,Frankfurt am Main,Köln,Deutschland,8000.0,Lehrer,Köln,Deutsch,22.08.1979,,Frankfurt am Main,Stuttgart,Frankfurt am Main,Deutschland,34.0,,,,,Buchhalter,,22.08.1998,Berlin,Frankfurt am Main,München,Vorbereitungsstufe,Angestellter,Beruflich,Nicht beschäftigt,14.0,,1.0,
19.12.2000,Notwendig,Spanisch,14.02.2057,München,Düsseldorf,München,Deutschland,43.0,München,Frankfurt am Main,Deutschland,,Mechaniker,München,Russisch,05.05.2057,22/7/57,Leipzig,Hamburg,Hamburg,Deutschland,43.0,Berlin,Frankfurt am Main,Hamburg,Deutschland,Softwareentwickler,,28.12.1981,Stuttgart,Hamburg,Essen,Sekundarstufe,Angestellter,Sekundarstufe,Nicht beschäftigt,19.0,,2.0,Mutter
19.12.2001,Freiwillig,Polnisch,20.04.1976,Düsseldorf,Stuttgart,Frankfurt am Main,Deutschland,25.0,Berlin,Hamburg,Deutschland,,Rechtsanwalt,Stuttgart,Polnisch,31.07.1978,25/8/78,Frankfurt am Main,Dortmund,Dortmund,Deutschland,23.0,Köln,Essen,Dortmund,Deutschland,Softwareentwickler,,31.10.1997,Köln,Berlin,Berlin,Vorbereitungsstufe,Nicht beschäftigt,Vorbereitungsstufe,Nicht beschäftigt,4.0,1.0,1.0,Mutter
19.12.2001,Notwendig,Kroatisch,22.11.2035,,,,,66.0,Köln,Hamburg,Deutschland,,Mechaniker,München,Bulgarisch,11.09.2035,23/10/87,Essen,Stuttgart,Leipzig,Deutschland,66.0,Berlin,Hamburg,Berlin,Deutschland,Arzt,,05.03.1975,München,Köln,Düsseldorf,PRIMARIA,JORNALERO O PEON,PRIMARIA,TRABAJADOR NO REMUNERADO,35.0,7.0,1.0,
19.12.2001,Notwendig,,,,,,,,,,,,,,Spanisch,22.09.2072,20/2/73,Düsseldorf,Köln,München,Deutschland,29.0,Berlin,Frankfurt am Main,Essen,Deutschland,Arzt,,28.12.1998,Frankfurt am Main,Stuttgart,Dortmund,Beruflich,,Beruflich,Angestellter,2.0,11.0,,
19.12.2002,Freiwillig,Spanisch,31.10.2068,Frankfurt am Main,Berlin,Düsseldorf,Deutschland,34.0,Hamburg,Frankfurt am Main,Deutschland,6500.0,Krankenpfleger,Hamburg,Rumänisch,22.05.1978,23/3/79,Düsseldorf,Düsseldorf,Frankfurt am Main,Deutschland,24.0,Essen,Frankfurt am Main,Frankfurt am Main,Deutschland,Buchhalter,5000.0,09.10.1999,Hamburg,Frankfurt am Main,Essen,Beruflich,Angestellter,Beruflich,Angestellter,3.0,3.0,,
19.12.2003,Freiwillig,Deutsch,29.01.1974,Köln,Hamburg,Berlin,Deutschland,29.0,Dortmund,Essen,Deutschland,2400.0,Krankenpfleger,Stuttgart,Spanisch,07.10.1975,4/10/75,München,Hamburg,Dortmund,Deutschland,28.0,Düsseldorf,Düsseldorf,Düsseldorf,Deutschland,Koch,3000.0,16.05.1997,Essen,Frankfurt am Main,Leipzig,Sekundarstufe,Angestellter,Vorbereitungsstufe,Angestellter,6.0,7.0,1.0,Mutter
19.12.2003,Freiwillig,Deutsch,25.08.2073,Frankfurt am Main,Köln,Dortmund,Deutschland,30.0,Essen,Berlin,Deutschland,7500.0,Buchhalter,Berlin,Türkisch,30.10.2072,20/12/72,Dortmund,Leipzig,Leipzig,Deutschland,31.0,Stuttgart,Dortmund,Dortmund,Deutschland,Arzt,7000.0,27.07.1998,Berlin,Berlin,Stuttgart,Beruflich,Angestellter,Beruflich,Einrichtung,5.0,4.0,1.0,
19.12.2003,Freiwillig,Türkisch,29.08.2064,Dortmund,Hamburg,Leipzig,Deutschland,39.0,Essen,München,Deutschland,2000.0,Arzt,Düsseldorf,Griechisch,28.06.2059,7/8/59,Dortmund,Hamburg,Leipzig,Deutschland,44.0,Leipzig,Essen,Düsseldorf,Deutschland,Rechtsanwalt,,19.12.1991,Hamburg,Essen,München,Vorbereitungsstufe,Angestellter,Sekundarstufe,Einrichtung,11.0,11.0,1.0,Mutter
19.12.2003,Freiwillig,Polnisch,13.09.2071,Frankfurt am Main,Leipzig,Stuttgart,CUBA,32.0,Hamburg,Berlin,Deutschland,40000.0,Koch,Berlin,Russisch,10.04.1979,7/2/80,Stuttgart,Düsseldorf,Hamburg,Deutschland,24.0,Stuttgart,Essen,Leipzig,Deutschland,Koch,4000.0,17.01.2000,Stuttgart,Frankfurt am Main,Essen,Beruflich,Angestellter,Vorbereitungsstufe,Angestellter,3.0,11.0,1.0,Mutter
19.12.2003,Notwendig,Türkisch,29.01.2073,Frankfurt am Main,Frankfurt am Main,München,Deutschland,30.0,,,,,Lehrer,,Spanisch,15.04.1974,29/7/74,Berlin,Berlin,Dortmund,Deutschland,29.0,Essen,Essen,Leipzig,Deutschland,Arzt,,06.04.1993,Essen,Essen,München,Vorbereitungsstufe,Arbeiter,Vorbereitungsstufe,Einrichtung,10.0,6.0,1.0,Mutter
19.12.2005,Notwendig,Russisch,16.05.2067,Düsseldorf,Dortmund,Essen,Deutschland,38.0,Hamburg,Berlin,Deutschland,,Ingenieur,Berlin,Rumänisch,02.10.2067,,Essen,Köln,Leipzig,Deutschland,38.0,Leipzig,Berlin,Frankfurt am Main,Deutschland,Softwareentwickler,,11.05.1993,Leipzig,Leipzig,Frankfurt am Main,Beruflich,Angestellter,Vorbereitungsstufe,Nicht beschäftigt,12.0,,2.0,Mutter
19.12.2005,Notwendig,Deutsch,05.01.1976,Hamburg,Hamburg,Frankfurt am Main,Deutschland,29.0,Düsseldorf,Dortmund,Deutschland,5490.0,Rechtsanwalt,Stuttgart,Italienisch,18.12.1977,,Leipzig,Hamburg,Leipzig,Deutschland,27.0,Essen,Leipzig,Berlin,Deutschland,Verkäufer,9500.0,15.07.2000,Dortmund,Düsseldorf,Stuttgart,Beruflich,Angestellter,Beruflich,Angestellter,5.0,,1.0,Mutter
19.12.2005,Notwendig,Italienisch,05.12.2061,Essen,Dortmund,Stuttgart,Deutschland,44.0,München,Düsseldorf,Deutschland,4300.0,Ingenieur,Dortmund,Deutsch,,,Stuttgart,Essen,Köln,Deutschland,,Hamburg,Stuttgart,Köln,Deutschland,Buchhalter,,19.11.1986,Düsseldorf,Stuttgart,Berlin,Sekundarstufe,Angestellter,PRIMARIA,Angestellter,,,,
19.12.2005,Notwendig,Spanisch,31.01.2064,Berlin,Düsseldorf,Hamburg,Deutschland,41.0,Leipzig,Stuttgart,Deutschland,5000.0,Koch,Dortmund,Kroatisch,15.01.2061,,Dortmund,Essen,Stuttgart,Deutschland,44.0,Köln,Leipzig,Essen,Deutschland,Krankenpfleger,5000.0,23.12.1989,Köln,Leipzig,Düsseldorf,Beruflich,Angestellter,Beruflich,Angestellter,,,,
19.12.2006,Freiwillig,Russisch,06.06.1974,Köln,Essen,Essen,Deutschland,32.0,Hamburg,Frankfurt am Main,Deutschland,3500.0,Mechaniker,Hamburg,Italienisch,26.06.2069,27/10/70,Frankfurt am Main,München,Köln,Deutschland,37.0,München,München,Stuttgart,Deutschland,Koch,2600.0,13.12.2004,Hamburg,Köln,Berlin,Vorbereitungsstufe,Angestellter,Sekundarstufe,Angestellter,1.0,10.0,,
19.12.2007,Notwendig,Türkisch,27.09.2060,Leipzig,Essen,Essen,Deutschland,47.0,Dortmund,Dortmund,Deutschland,10000.0,Buchhalter,Stuttgart,Kroatisch,03.09.2063,,Hamburg,München,Stuttgart,Deutschland,44.0,Köln,Dortmund,Frankfurt am Main,Deutschland,Rechtsanwalt,10000.0,23.07.1983,Frankfurt am Main,Berlin,Köln,Beruflich,Angestellter,Beruflich,Angestellter,20.0,,2.0,Mutter
19.12.2007,Notwendig,Griechisch,14.01.2047,Essen,Köln,Leipzig,Deutschland,60.0,Hamburg,Berlin,Deutschland,7000.0,Krankenpfleger,Düsseldorf,Russisch,16.04.2050,,Essen,Düsseldorf,Düsseldorf,Deutschland,57.0,Leipzig,Berlin,Stuttgart,Deutschland,Buchhalter,4000.0,04.05.2068,Düsseldorf,Düsseldorf,Leipzig,Beruflich,Einrichtung,Sekundarstufe,Einrichtung,4.0,,,
